Date,City,Year of Occurrence,Month of Occurrence,Crime_Count,MA3,Delta,Trend_Slope
2023-04-01,Nagpur,2023,4,14,19.333333333333332,-9.0,0.03369408369408357
2023-05-01,Nagpur,2023,5,21,19.333333333333332,7.0,0.03369408369408357
2023-06-01,Nagpur,2023,6,20,18.333333333333332,-1.0,0.03369408369408357
2023-07-01,Nagpur,2023,7,18,19.666666666666668,-2.0,0.03369408369408357
2023-08-01,Nagpur,2023,8,20,19.333333333333332,2.0,0.03369408369408357
2023-09-01,Nagpur,2023,9,18,18.666666666666668,-2.0,0.03369408369408357
2023-10-01,Nagpur,2023,10,28,22.0,10.0,0.03369408369408357
2023-11-01,Nagpur,2023,11,16,20.666666666666668,-12.0,0.03369408369408357
2023-12-01,Nagpur,2023,12,18,20.666666666666668,2.0,0.03369408369408357
2024-01-01,Nagpur,2024,1,19,17.666666666666668,1.0,0.03369408369408357
2024-02-01,Nagpur,2024,2,21,19.333333333333332,2.0,0.03369408369408357
2024-03-01,Nagpur,2024,3,14,18.0,-7.0,0.03369408369408357
2024-04-01,Nagpur,2024,4,22,19.0,8.0,0.03369408369408357
2024-05-01,Nagpur,2024,5,17,17.666666666666668,-5.0,0.03369408369408357
2024-06-01,Nagpur,2024,6,21,20.0,4.0,0.03369408369408357
2024-07-01,Nagpur,2024,7,11,16.333333333333332,-10.0,0.03369408369408357
2020-01-01,Nashik,2020,1,6,,,0.01038961038961032
2020-02-01,Nashik,2020,2,6,,0.0,0.01038961038961032
2020-03-01,Nashik,2020,3,10,7.333333333333333,4.0,0.01038961038961032
2020-04-01,Nashik,2020,4,5,7.0,-5.0,0.01038961038961032
2020-05-01,Nashik,2020,5,5,6.666666666666667,0.0,0.01038961038961032
2020-06-01,Nashik,2020,6,6,5.333333333333333,1.0,0.01038961038961032
2020-07-01,Nashik,2020,7,7,6.0,1.0,0.01038961038961032
2020-08-01,Nashik,2020,8,4,5.666666666666667,-3.0,0.01038961038961032
2020-09-01,Nashik,2020,9,5,5.333333333333333,1.0,0.01038961038961032
2020-10-01,Nashik,2020,10,9,6.0,4.0,0.01038961038961032
2020-11-01,Nashik,2020,11,6,6.666666666666667,-3.0,0.01038961038961032
2020-12-01,Nashik,2020,12,6,7.0,0.0,0.01038961038961032
2021-01-01,Nashik,2021,1,8,6.666666666666667,2.0,0.01038961038961032
2021-02-01,Nashik,2021,2,6,6.666666666666667,-2.0,0.01038961038961032
2021-03-01,Nashik,2021,3,5,6.333333333333333,-1.0,0.01038961038961032
2021-04-01,Nashik,2021,4,4,5.0,-1.0,0.01038961038961032
2021-05-01,Nashik,2021,5,10,6.333333333333333,6.0,0.01038961038961032
2021-06-01,Nashik,2021,6,4,6.0,-6.0,0.01038961038961032
2021-07-01,Nashik,2021,7,7,7.0,3.0,0.01038961038961032
2021-08-01,Nashik,2021,8,6,5.666666666666667,-1.0,0.01038961038961032
2021-09-01,Nashik,2021,9,6,6.333333333333333,0.0,0.01038961038961032
2021-10-01,Nashik,2021,10,8,6.666666666666667,2.0,0.01038961038961032
2021-11-01,Nashik,2021,11,5,6.333333333333333,-3.0,0.01038961038961032
2021-12-01,Nashik,2021,12,5,6.0,0.0,0.01038961038961032
2022-01-01,Nashik,2022,1,9,6.333333333333333,4.0,0.01038961038961032
2022-02-01,Nashik,2022,2,8,7.333333333333333,-1.0,0.01038961038961032
2022-03-01,Nashik,2022,3,5,7.333333333333333,-3.0,0.01038961038961032
2022-04-01,Nashik,2022,4,9,7.333333333333333,4.0,0.01038961038961032
2022-05-01,Nashik,2022,5,5,6.333333333333333,-4.0,0.01038961038961032
2022-06-01,Nashik,2022,6,5,6.333333333333333,0.0,0.01038961038961032
2022-07-01,Nashik,2022,7,6,5.333333333333333,1.0,0.01038961038961032
2022-08-01,Nashik,2022,8,10,7.0,4.0,0.01038961038961032
2022-09-01,Nashik,2022,9,7,7.666666666666667,-3.0,0.01038961038961032
2022-10-01,Nashik,2022,10,6,7.666666666666667,-1.0,0.01038961038961032
2022-11-01,Nashik,2022,11,9,7.333333333333333,3.0,0.01038961038961032
2022-12-01,Nashik,2022,12,12,9.0,3.0,0.01038961038961032
2023-01-01,Nashik,2023,1,7,9.333333333333334,-5.0,0.01038961038961032
2023-02-01,Nashik,2023,2,11,10.0,4.0,0.01038961038961032
2023-03-01,Nashik,2023,3,5,7.666666666666667,-6.0,0.01038961038961032
2023-04-01,Nashik,2023,4,8,8.0,3.0,0.01038961038961032
2023-05-01,Nashik,2023,5,9,7.333333333333333,1.0,0.01038961038961032
2023-06-01,Nashik,2023,6,5,7.333333333333333,-4.0,0.01038961038961032
2023-07-01,Nashik,2023,7,4,6.0,-1.0,0.01038961038961032
2023-08-01,Nashik,2023,8,5,4.666666666666667,1.0,0.01038961038961032
2023-09-01,Nashik,2023,9,8,5.666666666666667,3.0,0.01038961038961032
2023-10-01,Nashik,2023,10,8,7.0,0.0,0.01038961038961032
2023-11-01,Nashik,2023,11,6,7.333333333333333,-2.0,0.01038961038961032
2023-12-01,Nashik,2023,12,3,5.666666666666667,-3.0,0.01038961038961032
2024-01-01,Nashik,2024,1,10,6.333333333333333,7.0,0.01038961038961032
2024-02-01,Nashik,2024,2,8,7.0,-2.0,0.01038961038961032
2024-03-01,Nashik,2024,3,5,7.666666666666667,-3.0,0.01038961038961032
2024-04-01,Nashik,2024,4,6,6.333333333333333,1.0,0.01038961038961032
2024-05-01,Nashik,2024,5,5,5.333333333333333,-1.0,0.01038961038961032
2024-06-01,Nashik,2024,6,7,6.0,2.0,0.01038961038961032
2024-07-01,Nashik,2024,7,6,6.0,-1.0,0.01038961038961032
2020-01-01,Patna,2020,1,11,,,0.020129870129870057
2020-02-01,Patna,2020,2,15,,4.0,0.020129870129870057
2020-03-01,Patna,2020,3,7,11.0,-8.0,0.020129870129870057
2020-04-01,Patna,2020,4,10,10.666666666666666,3.0,0.020129870129870057
2020-05-01,Patna,2020,5,15,10.666666666666666,5.0,0.020129870129870057
2020-06-01,Patna,2020,6,14,13.0,-1.0,0.020129870129870057
2020-07-01,Patna,2020,7,16,15.0,2.0,0.020129870129870057
2020-08-01,Patna,2020,8,10,13.333333333333334,-6.0,0.020129870129870057
2020-09-01,Patna,2020,9,9,11.666666666666666,-1.0,0.020129870129870057
2020-10-01,Patna,2020,10,13,10.666666666666666,4.0,0.020129870129870057
2020-11-01,Patna,2020,11,10,10.666666666666666,-3.0,0.020129870129870057
2020-12-01,Patna,2020,12,21,14.666666666666666,11.0,0.020129870129870057
2021-01-01,Patna,2021,1,13,14.666666666666666,-8.0,0.020129870129870057
2021-02-01,Patna,2021,2,10,14.666666666666666,-3.0,0.020129870129870057
2021-03-01,Patna,2021,3,12,11.666666666666666,2.0,0.020129870129870057
2021-04-01,Patna,2021,4,16,12.666666666666666,4.0,0.020129870129870057
2021-05-01,Patna,2021,5,9,12.333333333333334,-7.0,0.020129870129870057
2021-06-01,Patna,2021,6,12,12.333333333333334,3.0,0.020129870129870057
2021-07-01,Patna,2021,7,12,11.0,0.0,0.020129870129870057
2021-08-01,Patna,2021,8,16,13.333333333333334,4.0,0.020129870129870057
2021-09-01,Patna,2021,9,18,15.333333333333334,2.0,0.020129870129870057
2021-10-01,Patna,2021,10,13,15.666666666666666,-5.0,0.020129870129870057
2021-11-01,Patna,2021,11,11,14.0,-2.0,0.020129870129870057
2021-12-01,Patna,2021,12,13,12.333333333333334,2.0,0.020129870129870057
2022-01-01,Patna,2022,1,9,11.0,-4.0,0.020129870129870057
2022-02-01,Patna,2022,2,13,11.666666666666666,4.0,0.020129870129870057
2022-03-01,Patna,2022,3,13,11.666666666666666,0.0,0.020129870129870057
2022-04-01,Patna,2022,4,15,13.666666666666666,2.0,0.020129870129870057
2022-05-01,Patna,2022,5,15,14.333333333333334,0.0,0.020129870129870057
2022-06-01,Patna,2022,6,11,13.666666666666666,-4.0,0.020129870129870057
2022-07-01,Patna,2022,7,9,11.666666666666666,-2.0,0.020129870129870057
2022-08-01,Patna,2022,8,10,10.0,1.0,0.020129870129870057
2022-09-01,Patna,2022,9,8,9.0,-2.0,0.020129870129870057
2022-10-01,Patna,2022,10,14,10.666666666666666,6.0,0.020129870129870057
2022-11-01,Patna,2022,11,20,14.0,6.0,0.020129870129870057
2022-12-01,Patna,2022,12,11,15.0,-9.0,0.020129870129870057
2023-01-01,Patna,2023,1,9,13.333333333333334,-2.0,0.020129870129870057
2023-02-01,Patna,2023,2,13,11.0,4.0,0.020129870129870057
2023-03-01,Patna,2023,3,11,11.0,-2.0,0.020129870129870057
2023-04-01,Patna,2023,4,10,11.333333333333334,-1.0,0.020129870129870057
2023-05-01,Patna,2023,5,6,9.0,-4.0,0.020129870129870057
2023-06-01,Patna,2023,6,9,8.333333333333334,3.0,0.020129870129870057
2023-07-01,Patna,2023,7,14,9.666666666666666,5.0,0.020129870129870057
2023-08-01,Patna,2023,8,15,12.666666666666666,1.0,0.020129870129870057
2023-09-01,Patna,2023,9,7,12.0,-8.0,0.020129870129870057
2023-10-01,Patna,2023,10,14,12.0,7.0,0.020129870129870057
2023-11-01,Patna,2023,11,14,11.666666666666666,0.0,0.020129870129870057
2023-12-01,Patna,2023,12,10,12.666666666666666,-4.0,0.020129870129870057
2024-01-01,Patna,2024,1,17,13.666666666666666,7.0,0.020129870129870057
2024-02-01,Patna,2024,2,10,12.333333333333334,-7.0,0.020129870129870057
2024-03-01,Patna,2024,3,24,17.0,14.0,0.020129870129870057
2024-04-01,Patna,2024,4,16,16.666666666666668,-8.0,0.020129870129870057
2024-05-01,Patna,2024,5,20,20.0,4.0,0.020129870129870057
2024-06-01,Patna,2024,6,10,15.333333333333334,-10.0,0.020129870129870057
2024-07-01,Patna,2024,7,12,14.0,2.0,0.020129870129870057
2020-01-01,Pune,2020,1,45,,,0.04047619047618993
2020-02-01,Pune,2020,2,44,,-1.0,0.04047619047618993
2020-03-01,Pune,2020,3,46,45.0,2.0,0.04047619047618993
2020-04-01,Pune,2020,4,48,46.0,2.0,0.04047619047618993
2020-05-01,Pune,2020,5,38,44.0,-10.0,0.04047619047618993
2020-06-01,Pune,2020,6,44,43.333333333333336,6.0,0.04047619047618993
2020-07-01,Pune,2020,7,35,39.0,-9.0,0.04047619047618993
2020-08-01,Pune,2020,8,41,40.0,6.0,0.04047619047618993
2020-09-01,Pune,2020,9,38,38.0,-3.0,0.04047619047618993
2020-10-01,Pune,2020,10,30,36.333333333333336,-8.0,0.04047619047618993
2020-11-01,Pune,2020,11,36,34.666666666666664,6.0,0.04047619047618993
2020-12-01,Pune,2020,12,34,33.333333333333336,-2.0,0.04047619047618993
2021-01-01,Pune,2021,1,44,38.0,10.0,0.04047619047618993
2021-02-01,Pune,2021,2,29,35.666666666666664,-15.0,0.04047619047618993
2021-03-01,Pune,2021,3,33,35.333333333333336,4.0,0.04047619047618993
2021-04-01,Pune,2021,4,45,35.666666666666664,12.0,0.04047619047618993
2021-05-01,Pune,2021,5,44,40.666666666666664,-1.0,0.04047619047618993
2021-06-01,Pune,2021,6,32,40.333333333333336,-12.0,0.04047619047618993
2021-07-01,Pune,2021,7,43,39.666666666666664,11.0,0.04047619047618993
2021-08-01,Pune,2021,8,44,39.666666666666664,1.0,0.04047619047618993
2021-09-01,Pune,2021,9,32,39.666666666666664,-12.0,0.04047619047618993
2021-10-01,Pune,2021,10,37,37.666666666666664,5.0,0.04047619047618993
2021-11-01,Pune,2021,11,44,37.666666666666664,7.0,0.04047619047618993
2021-12-01,Pune,2021,12,45,42.0,1.0,0.04047619047618993
2022-01-01,Pune,2022,1,43,44.0,-2.0,0.04047619047618993
2022-02-01,Pune,2022,2,39,42.333333333333336,-4.0,0.04047619047618993
2022-03-01,Pune,2022,3,35,39.0,-4.0,0.04047619047618993
2022-04-01,Pune,2022,4,36,36.666666666666664,1.0,0.04047619047618993
2022-05-01,Pune,2022,5,45,38.666666666666664,9.0,0.04047619047618993
2022-06-01,Pune,2022,6,45,42.0,0.0,0.04047619047618993
2022-07-01,Pune,2022,7,37,42.333333333333336,-8.0,0.04047619047618993
2022-08-01,Pune,2022,8,43,41.666666666666664,6.0,0.04047619047618993
2022-09-01,Pune,2022,9,44,41.333333333333336,1.0,0.04047619047618993
2022-10-01,Pune,2022,10,34,40.333333333333336,-10.0,0.04047619047618993
2022-11-01,Pune,2022,11,34,37.333333333333336,0.0,0.04047619047618993
2022-12-01,Pune,2022,12,34,34.0,0.0,0.04047619047618993
2023-01-01,Pune,2023,1,54,40.666666666666664,20.0,0.04047619047618993
2023-02-01,Pune,2023,2,36,41.333333333333336,-18.0,0.04047619047618993
2023-03-01,Pune,2023,3,36,42.0,0.0,0.04047619047618993
2023-04-01,Pune,2023,4,38,36.666666666666664,2.0,0.04047619047618993
2023-05-01,Pune,2023,5,43,39.0,5.0,0.04047619047618993
2023-06-01,Pune,2023,6,38,39.666666666666664,-5.0,0.04047619047618993
2023-07-01,Pune,2023,7,39,40.0,1.0,0.04047619047618993
2023-08-01,Pune,2023,8,35,37.333333333333336,-4.0,0.04047619047618993
2023-09-01,Pune,2023,9,38,37.333333333333336,3.0,0.04047619047618993
2023-10-01,Pune,2023,10,40,37.666666666666664,2.0,0.04047619047618993
2023-11-01,Pune,2023,11,40,39.333333333333336,0.0,0.04047619047618993
2023-12-01,Pune,2023,12,50,43.333333333333336,10.0,0.04047619047618993
2024-01-01,Pune,2024,1,42,44.0,-8.0,0.04047619047618993
2024-02-01,Pune,2024,2,53,48.333333333333336,11.0,0.04047619047618993
2024-03-01,Pune,2024,3,44,46.333333333333336,-9.0,0.04047619047618993
2024-04-01,Pune,2024,4,34,43.666666666666664,-10.0,0.04047619047618993
2024-05-01,Pune,2024,5,50,42.666666666666664,16.0,0.04047619047618993
2024-06-01,Pune,2024,6,49,44.333333333333336,-1.0,0.04047619047618993
2024-07-01,Pune,2024,7,33,44.0,-16.0,0.04047619047618993
2020-01-01,Rajkot,2020,1,4,,,0.032900432900432874
2020-02-01,Rajkot,2020,2,4,,0.0,0.032900432900432874
2020-03-01,Rajkot,2020,3,2,3.3333333333333335,-2.0,0.032900432900432874
2020-04-01,Rajkot,2020,4,8,4.666666666666667,6.0,0.032900432900432874
2020-05-01,Rajkot,2020,5,7,5.666666666666667,-1.0,0.032900432900432874
2020-06-01,Rajkot,2020,6,4,6.333333333333333,-3.0,0.032900432900432874
2020-07-01,Rajkot,2020,7,5,5.333333333333333,1.0,0.032900432900432874
2020-08-01,Rajkot,2020,8,3,4.0,-2.0,0.032900432900432874
2020-09-01,Rajkot,2020,9,5,4.333333333333333,2.0,0.032900432900432874
2020-10-01,Rajkot,2020,10,9,5.666666666666667,4.0,0.032900432900432874
2020-11-01,Rajkot,2020,11,6,6.666666666666667,-3.0,0.032900432900432874
2020-12-01,Rajkot,2020,12,7,7.333333333333333,1.0,0.032900432900432874
2021-01-01,Rajkot,2021,1,7,6.666666666666667,0.0,0.032900432900432874
2021-02-01,Rajkot,2021,2,7,7.0,0.0,0.032900432900432874
2021-03-01,Rajkot,2021,3,3,5.666666666666667,-4.0,0.032900432900432874
2021-04-01,Rajkot,2021,4,4,4.666666666666667,1.0,0.032900432900432874
2021-05-01,Rajkot,2021,5,7,4.666666666666667,3.0,0.032900432900432874
2021-06-01,Rajkot,2021,6,4,5.0,-3.0,0.032900432900432874
2021-07-01,Rajkot,2021,7,6,5.666666666666667,2.0,0.032900432900432874
2021-08-01,Rajkot,2021,8,2,4.0,-4.0,0.032900432900432874
2021-09-01,Rajkot,2021,9,4,4.0,2.0,0.032900432900432874
2021-10-01,Rajkot,2021,10,7,4.333333333333333,3.0,0.032900432900432874
2021-11-01,Rajkot,2021,11,9,6.666666666666667,2.0,0.032900432900432874
2021-12-01,Rajkot,2021,12,3,6.333333333333333,-6.0,0.032900432900432874
2022-01-01,Rajkot,2022,1,10,7.333333333333333,7.0,0.032900432900432874
2022-02-01,Rajkot,2022,2,5,6.0,-5.0,0.032900432900432874
2022-03-01,Rajkot,2022,3,4,6.333333333333333,-1.0,0.032900432900432874
2022-04-01,Rajkot,2022,4,7,5.333333333333333,3.0,0.032900432900432874
2022-05-01,Rajkot,2022,5,4,5.0,-3.0,0.032900432900432874
2022-06-01,Rajkot,2022,6,5,5.333333333333333,1.0,0.032900432900432874
2022-07-01,Rajkot,2022,7,6,5.0,1.0,0.032900432900432874
2022-08-01,Rajkot,2022,8,6,5.666666666666667,0.0,0.032900432900432874
2022-09-01,Rajkot,2022,9,5,5.666666666666667,-1.0,0.032900432900432874
2022-10-01,Rajkot,2022,10,6,5.666666666666667,1.0,0.032900432900432874
2022-11-01,Rajkot,2022,11,6,5.666666666666667,0.0,0.032900432900432874
2022-12-01,Rajkot,2022,12,7,6.333333333333333,1.0,0.032900432900432874
2023-01-01,Rajkot,2023,1,3,5.333333333333333,-4.0,0.032900432900432874
2023-02-01,Rajkot,2023,2,5,5.0,2.0,0.032900432900432874
2023-03-01,Rajkot,2023,3,8,5.333333333333333,3.0,0.032900432900432874
2023-04-01,Rajkot,2023,4,4,5.666666666666667,-4.0,0.032900432900432874
2023-05-01,Rajkot,2023,5,10,7.333333333333333,6.0,0.032900432900432874
2023-06-01,Rajkot,2023,6,4,6.0,-6.0,0.032900432900432874
2023-07-01,Rajkot,2023,7,7,7.0,3.0,0.032900432900432874
2023-08-01,Rajkot,2023,8,6,5.666666666666667,-1.0,0.032900432900432874
2023-09-01,Rajkot,2023,9,10,7.666666666666667,4.0,0.032900432900432874
2023-10-01,Rajkot,2023,10,7,7.666666666666667,-3.0,0.032900432900432874
2023-11-01,Rajkot,2023,11,6,7.666666666666667,-1.0,0.032900432900432874
2023-12-01,Rajkot,2023,12,5,6.0,-1.0,0.032900432900432874
2024-01-01,Rajkot,2024,1,9,6.666666666666667,4.0,0.032900432900432874
2024-02-01,Rajkot,2024,2,5,6.333333333333333,-4.0,0.032900432900432874
2024-03-01,Rajkot,2024,3,7,7.0,2.0,0.032900432900432874
2024-04-01,Rajkot,2024,4,4,5.333333333333333,-3.0,0.032900432900432874
2024-05-01,Rajkot,2024,5,12,7.666666666666667,8.0,0.032900432900432874
2024-06-01,Rajkot,2024,6,8,8.0,-4.0,0.032900432900432874
2024-07-01,Rajkot,2024,7,2,7.333333333333333,-6.0,0.032900432900432874
2020-01-01,Srinagar,2020,1,8,,,-0.0069264069264070825
2020-02-01,Srinagar,2020,2,4,,-4.0,-0.0069264069264070825
2020-03-01,Srinagar,2020,3,6,6.0,2.0,-0.0069264069264070825
2020-04-01,Srinagar,2020,4,6,5.333333333333333,0.0,-0.0069264069264070825
2020-05-01,Srinagar,2020,5,16,9.333333333333334,10.0,-0.0069264069264070825
2020-06-01,Srinagar,2020,6,7,9.666666666666666,-9.0,-0.0069264069264070825
2020-07-01,Srinagar,2020,7,7,10.0,0.0,-0.0069264069264070825
2020-08-01,Srinagar,2020,8,6,6.666666666666667,-1.0,-0.0069264069264070825
2020-09-01,Srinagar,2020,9,8,7.0,2.0,-0.0069264069264070825
2020-10-01,Srinagar,2020,10,5,6.333333333333333,-3.0,-0.0069264069264070825
2020-11-01,Srinagar,2020,11,10,7.666666666666667,5.0,-0.0069264069264070825
2020-12-01,Srinagar,2020,12,5,6.666666666666667,-5.0,-0.0069264069264070825
2021-01-01,Srinagar,2021,1,6,7.0,1.0,-0.0069264069264070825
2021-02-01,Srinagar,2021,2,4,5.0,-2.0,-0.0069264069264070825
2021-03-01,Srinagar,2021,3,8,6.0,4.0,-0.0069264069264070825
2021-04-01,Srinagar,2021,4,8,6.666666666666667,0.0,-0.0069264069264070825
2021-05-01,Srinagar,2021,5,10,8.666666666666666,2.0,-0.0069264069264070825
2021-06-01,Srinagar,2021,6,10,9.333333333333334,0.0,-0.0069264069264070825
2021-07-01,Srinagar,2021,7,3,7.666666666666667,-7.0,-0.0069264069264070825
2021-08-01,Srinagar,2021,8,6,6.333333333333333,3.0,-0.0069264069264070825
2021-09-01,Srinagar,2021,9,3,4.0,-3.0,-0.0069264069264070825
2021-10-01,Srinagar,2021,10,6,5.0,3.0,-0.0069264069264070825
2021-11-01,Srinagar,2021,11,5,4.666666666666667,-1.0,-0.0069264069264070825
2021-12-01,Srinagar,2021,12,7,6.0,2.0,-0.0069264069264070825
2022-01-01,Srinagar,2022,1,8,6.666666666666667,1.0,-0.0069264069264070825
2022-02-01,Srinagar,2022,2,3,6.0,-5.0,-0.0069264069264070825
2022-03-01,Srinagar,2022,3,6,5.666666666666667,3.0,-0.0069264069264070825
2022-04-01,Srinagar,2022,4,4,4.333333333333333,-2.0,-0.0069264069264070825
2022-05-01,Srinagar,2022,5,6,5.333333333333333,2.0,-0.0069264069264070825
2022-06-01,Srinagar,2022,6,7,5.666666666666667,1.0,-0.0069264069264070825
2022-07-01,Srinagar,2022,7,9,7.333333333333333,2.0,-0.0069264069264070825
2022-08-01,Srinagar,2022,8,9,8.333333333333334,0.0,-0.0069264069264070825
2022-09-01,Srinagar,2022,9,7,8.333333333333334,-2.0,-0.0069264069264070825
2022-10-01,Srinagar,2022,10,9,8.333333333333334,2.0,-0.0069264069264070825
2022-11-01,Srinagar,2022,11,7,7.666666666666667,-2.0,-0.0069264069264070825
2022-12-01,Srinagar,2022,12,8,8.0,1.0,-0.0069264069264070825
2023-01-01,Srinagar,2023,1,2,5.666666666666667,-6.0,-0.0069264069264070825
2023-02-01,Srinagar,2023,2,7,5.666666666666667,5.0,-0.0069264069264070825
2023-03-01,Srinagar,2023,3,8,5.666666666666667,1.0,-0.0069264069264070825
2023-04-01,Srinagar,2023,4,7,7.333333333333333,-1.0,-0.0069264069264070825
2023-05-01,Srinagar,2023,5,10,8.333333333333334,3.0,-0.0069264069264070825
2023-06-01,Srinagar,2023,6,4,7.0,-6.0,-0.0069264069264070825
2023-07-01,Srinagar,2023,7,3,5.666666666666667,-1.0,-0.0069264069264070825
2023-08-01,Srinagar,2023,8,6,4.333333333333333,3.0,-0.0069264069264070825
2023-09-01,Srinagar,2023,9,5,4.666666666666667,-1.0,-0.0069264069264070825
2023-10-01,Srinagar,2023,10,10,7.0,5.0,-0.0069264069264070825
2023-11-01,Srinagar,2023,11,11,8.666666666666666,1.0,-0.0069264069264070825
2023-12-01,Srinagar,2023,12,5,8.666666666666666,-6.0,-0.0069264069264070825
2024-01-01,Srinagar,2024,1,4,6.666666666666667,-1.0,-0.0069264069264070825
2024-02-01,Srinagar,2024,2,3,4.0,-1.0,-0.0069264069264070825
2024-03-01,Srinagar,2024,3,6,4.333333333333333,3.0,-0.0069264069264070825
2024-04-01,Srinagar,2024,4,9,6.0,3.0,-0.0069264069264070825
2024-05-01,Srinagar,2024,5,7,7.333333333333333,-2.0,-0.0069264069264070825
2024-06-01,Srinagar,2024,6,8,8.0,1.0,-0.0069264069264070825
2024-07-01,Srinagar,2024,7,9,8.0,1.0,-0.0069264069264070825
2020-01-01,Surat,2020,1,22,,,0.016738816738816522
2020-02-01,Surat,2020,2,23,,1.0,0.016738816738816522
2020-03-01,Surat,2020,3,19,21.333333333333332,-4.0,0.016738816738816522
2020-04-01,Surat,2020,4,16,19.333333333333332,-3.0,0.016738816738816522
2020-05-01,Surat,2020,5,25,20.0,9.0,0.016738816738816522
2020-06-01,Surat,2020,6,17,19.333333333333332,-8.0,0.016738816738816522
2020-07-01,Surat,2020,7,23,21.666666666666668,6.0,0.016738816738816522
2020-08-01,Surat,2020,8,18,19.333333333333332,-5.0,0.016738816738816522
2020-09-01,Surat,2020,9,22,21.0,4.0,0.016738816738816522
2020-10-01,Surat,2020,10,17,19.0,-5.0,0.016738816738816522
2020-11-01,Surat,2020,11,22,20.333333333333332,5.0,0.016738816738816522
2020-12-01,Surat,2020,12,22,20.333333333333332,0.0,0.016738816738816522
2021-01-01,Surat,2021,1,24,22.666666666666668,2.0,0.016738816738816522
2021-02-01,Surat,2021,2,21,22.333333333333332,-3.0,0.016738816738816522
2021-03-01,Surat,2021,3,15,20.0,-6.0,0.016738816738816522
2021-04-01,Surat,2021,4,22,19.333333333333332,7.0,0.016738816738816522
2021-05-01,Surat,2021,5,27,21.333333333333332,5.0,0.016738816738816522
2021-06-01,Surat,2021,6,14,21.0,-13.0,0.016738816738816522
2021-07-01,Surat,2021,7,24,21.666666666666668,10.0,0.016738816738816522
2021-08-01,Surat,2021,8,14,17.333333333333332,-10.0,0.016738816738816522
2021-09-01,Surat,2021,9,15,17.666666666666668,1.0,0.016738816738816522
2021-10-01,Surat,2021,10,20,16.333333333333332,5.0,0.016738816738816522
2021-11-01,Surat,2021,11,17,17.333333333333332,-3.0,0.016738816738816522
2021-12-01,Surat,2021,12,14,17.0,-3.0,0.016738816738816522
2022-01-01,Surat,2022,1,20,17.0,6.0,0.016738816738816522
2022-02-01,Surat,2022,2,17,17.0,-3.0,0.016738816738816522
2022-03-01,Surat,2022,3,23,20.0,6.0,0.016738816738816522
2022-04-01,Surat,2022,4,22,20.666666666666668,-1.0,0.016738816738816522
2022-05-01,Surat,2022,5,17,20.666666666666668,-5.0,0.016738816738816522
2022-06-01,Surat,2022,6,14,17.666666666666668,-3.0,0.016738816738816522
2022-07-01,Surat,2022,7,20,17.0,6.0,0.016738816738816522
2022-08-01,Surat,2022,8,18,17.333333333333332,-2.0,0.016738816738816522
2022-09-01,Surat,2022,9,22,20.0,4.0,0.016738816738816522
2022-10-01,Surat,2022,10,21,20.333333333333332,-1.0,0.016738816738816522
2022-11-01,Surat,2022,11,20,21.0,-1.0,0.016738816738816522
2022-12-01,Surat,2022,12,25,22.0,5.0,0.016738816738816522
2023-01-01,Surat,2023,1,26,23.666666666666668,1.0,0.016738816738816522
2023-02-01,Surat,2023,2,25,25.333333333333332,-1.0,0.016738816738816522
2023-03-01,Surat,2023,3,17,22.666666666666668,-8.0,0.016738816738816522
2023-04-01,Surat,2023,4,18,20.0,1.0,0.016738816738816522
2023-05-01,Surat,2023,5,21,18.666666666666668,3.0,0.016738816738816522
2023-06-01,Surat,2023,6,17,18.666666666666668,-4.0,0.016738816738816522
2023-07-01,Surat,2023,7,28,22.0,11.0,0.016738816738816522
2023-08-01,Surat,2023,8,23,22.666666666666668,-5.0,0.016738816738816522
2023-09-01,Surat,2023,9,20,23.666666666666668,-3.0,0.016738816738816522
2023-10-01,Surat,2023,10,17,20.0,-3.0,0.016738816738816522
2023-11-01,Surat,2023,11,20,19.0,3.0,0.016738816738816522
2023-12-01,Surat,2023,12,22,19.666666666666668,2.0,0.016738816738816522
2024-01-01,Surat,2024,1,19,20.333333333333332,-3.0,0.016738816738816522
2024-02-01,Surat,2024,2,25,22.0,6.0,0.016738816738816522
2024-03-01,Surat,2024,3,16,20.0,-9.0,0.016738816738816522
2024-04-01,Surat,2024,4,24,21.666666666666668,8.0,0.016738816738816522
2024-05-01,Surat,2024,5,17,19.0,-7.0,0.016738816738816522
2024-06-01,Surat,2024,6,25,22.0,8.0,0.016738816738816522
2024-07-01,Surat,2024,7,19,20.333333333333332,-6.0,0.016738816738816522
2020-01-01,Thane,2020,1,11,,,-0.020707070707070986
2020-02-01,Thane,2020,2,12,,1.0,-0.020707070707070986
2020-03-01,Thane,2020,3,11,11.333333333333334,-1.0,-0.020707070707070986
2020-04-01,Thane,2020,4,20,14.333333333333334,9.0,-0.020707070707070986
2020-05-01,Thane,2020,5,9,13.333333333333334,-11.0,-0.020707070707070986
2020-06-01,Thane,2020,6,11,13.333333333333334,2.0,-0.020707070707070986
2020-07-01,Thane,2020,7,22,14.0,11.0,-0.020707070707070986
2020-08-01,Thane,2020,8,16,16.333333333333332,-6.0,-0.020707070707070986
2020-09-01,Thane,2020,9,13,17.0,-3.0,-0.020707070707070986
2020-10-01,Thane,2020,10,14,14.333333333333334,1.0,-0.020707070707070986
2020-11-01,Thane,2020,11,11,12.666666666666666,-3.0,-0.020707070707070986
